timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1596214445472,141,POST,201,Created,Test 1-5,text,true,,1079,320,10,12,141,0,0
1596214445595,20,GET,200,OK,Test 1-3,text,true,,28410,202,10,12,17,0,0
1596214445505,146,PUT,200,OK,Test 1-7,text,true,,881,265,10,11,146,0,0
1596214445499,155,PUT,200,OK,Test 1-9,text,true,,881,265,10,12,155,0,0
1596214445387,268,DELETE,200,OK,Test 1-4,text,true,,869,214,10,12,268,0,0
1596214445519,139,DELETE,200,OK,Test 1-8,text,true,,869,214,10,12,139,0,0
1596214445530,138,POST,201,Created,Test 1-1,text,true,,1079,320,10,12,138,0,0
1596214445656,20,GET,200,OK,Test 1-4,text,true,,28418,202,10,12,15,0,0
1596214445659,23,GET,200,OK,Test 1-8,text,true,,28410,202,10,12,21,0,0
1596214445545,137,DELETE,200,OK,Test 1-10,text,true,,869,214,10,12,137,0,0
1596214445683,20,GET,200,OK,Test 1-10,text,true,,28410,202,10,11,17,0,0
1596214445583,140,DELETE,200,OK,Test 1-2,text,true,,869,214,10,11,140,0,0
1596214445723,20,GET,200,OK,Test 1-2,text,true,,28410,202,10,10,17,0,0
1596214445613,142,PUT,200,OK,Test 1-5,text,true,,881,265,10,11,142,0,0
1596214445615,147,POST,201,Created,Test 1-3,text,true,,1079,320,10,10,147,0,0
1596214445654,138,DELETE,200,OK,Test 1-9,text,true,,869,214,10,11,138,0,0
1596214445668,139,PUT,200,OK,Test 1-1,text,true,,881,265,10,11,139,0,0
1596214445793,21,GET,200,OK,Test 1-9,text,true,,28410,202,10,11,19,0,0
1596214445682,141,POST,201,Created,Test 1-8,text,true,,1079,320,10,11,141,0,0
1596214445676,149,POST,201,Created,Test 1-4,text,true,,1079,320,10,12,149,0,0
1596214445704,158,POST,201,Created,Test 1-10,text,true,,1079,320,10,11,158,0,0
1596214445743,139,POST,201,Created,Test 1-2,text,true,,1079,320,10,11,139,0,0
1596214445755,138,DELETE,200,OK,Test 1-5,text,true,,869,214,10,12,138,0,0
1596214445762,144,PUT,200,OK,Test 1-3,text,true,,881,265,10,11,144,0,0
1596214445652,255,DELETE,200,OK,Test 1-7,text,true,,869,214,10,11,255,0,0
1596214445893,25,GET,200,OK,Test 1-5,text,true,,28418,202,10,10,22,0,0
1596214445907,22,GET,200,OK,Test 1-7,text,true,,28410,202,10,12,16,0,0
1596214445815,143,POST,201,Created,Test 1-9,text,true,,1079,320,10,11,143,0,0
1596214445825,167,PUT,200,OK,Test 1-4,text,true,,881,265,10,11,167,0,26
1596214445823,172,PUT,200,OK,Test 1-8,text,true,,881,265,10,11,172,0,24
1596214445863,151,PUT,200,OK,Test 1-10,text,true,,881,265,10,10,151,0,0
1596214445882,141,PUT,200,OK,Test 1-2,text,true,,881,265,10,11,141,0,0
1596214445906,142,DELETE,200,OK,Test 1-3,text,true,,869,214,10,11,142,0,0
1596214445918,139,POST,201,Created,Test 1-5,text,true,,1079,320,10,11,139,0,0
1596214445929,139,POST,201,Created,Test 1-7,text,true,,1079,320,10,11,139,0,0
1596214446049,24,GET,200,OK,Test 1-3,text,true,,28410,202,10,10,22,0,0
1596214445959,137,PUT,200,OK,Test 1-9,text,true,,881,265,10,12,137,0,0
1596214445992,137,DELETE,200,OK,Test 1-4,text,true,,869,214,10,11,137,0,0
1596214445995,149,DELETE,200,OK,Test 1-8,text,true,,869,214,10,11,149,0,0
1596214446014,137,DELETE,200,OK,Test 1-10,text,true,,869,214,10,12,137,0,0
1596214446129,31,GET,200,OK,Test 1-4,text,true,,28410,202,10,11,28,0,0
1596214446023,140,DELETE,200,OK,Test 1-2,text,true,,869,214,10,11,140,0,0
1596214446144,27,GET,200,OK,Test 1-8,text,true,,28410,202,10,10,23,0,0
1596214446152,21,GET,200,OK,Test 1-10,text,true,,28410,202,10,13,18,0,0
1596214445807,372,DELETE,200,OK,Test 1-1,text,true,,869,214,10,12,372,0,0
1596214446163,19,GET,200,OK,Test 1-2,text,true,,28410,202,10,10,17,0,0
1596214446058,139,PUT,200,OK,Test 1-5,text,true,,881,265,10,12,139,0,0
1596214446179,27,GET,200,OK,Test 1-1,text,true,,28410,202,10,11,23,0,0
1596214446068,138,PUT,200,OK,Test 1-7,text,true,,881,265,10,11,138,0,0
1596214446074,138,POST,201,Created,Test 1-3,text,true,,1079,320,10,12,138,0,0
1596214446096,140,DELETE,200,OK,Test 1-9,text,true,,869,214,10,12,140,0,0
1596214446236,29,GET,200,OK,Test 1-9,text,true,,28418,202,10,10,26,0,0
1596214446161,144,POST,201,Created,Test 1-4,text,true,,1079,320,10,11,144,0,0
1596214446174,144,POST,201,Created,Test 1-10,text,true,,1079,320,10,12,144,0,0
1596214446182,138,POST,201,Created,Test 1-2,text,true,,1079,320,10,11,138,0,0
1596214446198,137,DELETE,200,OK,Test 1-5,text,true,,869,214,10,12,137,0,0
1596214446212,138,PUT,200,OK,Test 1-3,text,true,,881,265,10,12,138,0,0
1596214446207,147,POST,201,Created,Test 1-1,text,true,,1079,320,10,12,147,0,0
1596214446336,46,GET,200,OK,Test 1-5,text,true,,28417,202,10,13,42,0,27
1596214446171,261,POST,201,Created,Test 1-8,text,true,,1079,320,10,12,261,0,0
1596214446266,178,POST,201,Created,Test 1-9,text,true,,1079,320,10,11,178,0,27
1596214446320,144,PUT,200,OK,Test 1-2,text,true,,881,265,10,10,144,0,0
1596214446318,148,PUT,200,OK,Test 1-10,text,true,,881,265,10,12,148,0,0
